# Notification catalogue coverage (viewer-notification-catalogue).
# Every reference notifications.xml entry -> owning family, status,
# owning task. status: ported (in this task's catalogue) | done (a
# bespoke dialog task already handles it) | followup (its family's
# follow-up task owns porting it) | excluded (not actually a
# notification: a form-template element the audit swept up).
# Regenerate notes in the task file.
name	family	status	owner
TeleportOffered_MaturityBlocked_SLUrl	teleport	ported	viewer-notification-catalogue-teleport
TeleportOfferSent	teleport	ported	viewer-notification-catalogue-teleport
TeleportRequest	teleport	ported	viewer-notification-catalogue-teleport
GotoURL	web-browser	ported	viewer-notification-catalogue-web-browser
OfferFriendship	friends-people	done	viewer-dialog-offers-invites
FriendshipOffered	friends-people	done	viewer-dialog-offers-invites
OfferFriendshipNoMessage	friends-people	ported	viewer-notification-catalogue-friends-people
FriendshipAccepted	friends-people	ported	viewer-notification-catalogue-friends-people
FriendshipDeclined	friends-people	ported	viewer-notification-catalogue-friends-people
FriendshipAcceptedByMe	friends-people	ported	viewer-notification-catalogue-friends-people
FriendshipDeclinedByMe	friends-people	ported	viewer-notification-catalogue-friends-people
OfferCallingCard	friends-people	done	viewer-dialog-offers-invites
RegionRestartMinutes	estate-region	ported	viewer-notification-catalogue
RegionRestartSeconds	estate-region	ported	viewer-notification-catalogue
RegionRestartMinutesToast	estate-region	ported	viewer-notification-catalogue-estate-region
RegionRestartSecondsToast	estate-region	ported	viewer-notification-catalogue-estate-region
LoadWebPage	web-browser	done	viewer-dialog-script-load-url
FailedToFindWearableUnnamed	appearance-wearables	ported	viewer-notification-catalogue
FailedToFindWearable	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
InvalidWearable	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
ScriptQuestion	scripts	done	viewer-permission-request-dialog
ExperienceAcquireFailed	experiences	ported	viewer-notification-catalogue-experiences
NotInGroupExperienceProfileMessage	experiences	ported	viewer-notification-catalogue-experiences
UneditableExperienceProfileMessage	experiences	ported	viewer-notification-catalogue-experiences
RestrictedToOwnerExperienceProfileMessage	experiences	ported	viewer-notification-catalogue-experiences
MaturityRatingExceedsOwnerExperienceProfileMessage	experiences	ported	viewer-notification-catalogue-experiences
RestrictedTermExperienceProfileMessage	experiences	ported	viewer-notification-catalogue-experiences
TeleportedHomeExperienceRemoved	experiences	ported	viewer-notification-catalogue-experiences
TrustedExperienceEntry	experiences	ported	viewer-notification-catalogue-experiences
TrustedExperiencesAvailable	experiences	done	viewer-experience-permission-dialog
ExperienceEvent	experiences	ported	viewer-notification-catalogue-experiences
ExperienceEventAttachment	experiences	ported	viewer-notification-catalogue-experiences
ScriptQuestionExperience	experiences	done	viewer-experience-permission-dialog
ScriptQuestionCaution	scripts	done	viewer-permission-request-dialog
ScriptDialog	scripts	done	viewer-dialog-lldialog
ScriptDialogGroup	scripts	done	viewer-dialog-lldialog
FirstBalanceIncrease	money-economy	excluded	viewer-notification-catalogue-money-economy
FirstBalanceDecrease	money-economy	excluded	viewer-notification-catalogue-money-economy
BuyLindenDollarSuccess	money-economy	ported	viewer-notification-catalogue-money-economy
FirstOverrideKeys	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
FirstSandbox	objects-edit	ported	viewer-notification-catalogue-objects-edit
MaxListSelectMessage	misc	ported	viewer-notification-catalogue-misc
VoiceInviteP2P	voice	ported	viewer-notification-catalogue-voice
AutoUnmuteByIM	friends-people	ported	viewer-notification-catalogue-friends-people
AutoUnmuteByMoney	friends-people	ported	viewer-notification-catalogue-friends-people
AutoUnmuteByInventory	friends-people	ported	viewer-notification-catalogue-friends-people
VoiceInviteGroup	voice	ported	viewer-notification-catalogue-voice
VoiceInviteAdHoc	voice	ported	viewer-notification-catalogue-voice
InviteAdHoc	im-chat	ported	viewer-notification-catalogue-im-chat
VoiceChannelFull	voice	ported	viewer-notification-catalogue-voice
ProximalVoiceChannelFull	voice	ported	viewer-notification-catalogue-voice
VoiceChannelDisconnected	voice	ported	viewer-notification-catalogue-voice
VoiceChannelDisconnectedP2P	voice	ported	viewer-notification-catalogue-voice
P2PCallDeclined	voice	ported	viewer-notification-catalogue-voice
P2PCallNoAnswer	voice	ported	viewer-notification-catalogue-voice
VoiceChannelJoinFailed	voice	ported	viewer-notification-catalogue-voice
VoiceEffectsExpired	voice	ported	viewer-notification-catalogue-voice
VoiceEffectsExpiredInUse	voice	ported	viewer-notification-catalogue-voice
VoiceEffectsWillExpire	voice	ported	viewer-notification-catalogue-voice
VoiceEffectsNew	voice	ported	viewer-notification-catalogue-voice
VoiceEffectsNotSupported	voice	ported	viewer-notification-catalogue-voice
Cannot enter parcel: not a group member	land-parcel	ported	viewer-notification-catalogue-land-parcel
Cannot enter parcel: banned	land-parcel	ported	viewer-notification-catalogue-land-parcel
Cannot enter parcel: not on access list	land-parcel	ported	viewer-notification-catalogue-land-parcel
VoiceNotAllowed	voice	ported	viewer-notification-catalogue-voice
VoiceCallGenericError	voice	ported	viewer-notification-catalogue-voice
UnsupportedCommandSLURL	web-browser	ported	viewer-notification-catalogue-web-browser
BlockedSLURL	security	ported	viewer-notification-catalogue-security
ThrottledSLURL	security	ported	viewer-notification-catalogue-security
IMToast	im-chat	ported	viewer-notification-catalogue-im-chat
ConfirmCloseAll	im-chat	ported	viewer-notification-catalogue-im-chat
AttachmentSaved	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
AppearanceToXMLSaved	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
AppearanceToXMLFailed	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
SnapshotToComputerFailed	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
SnapshotToLocalDirNotExist	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
PresetNotSaved	preferences	ported	viewer-notification-catalogue-preferences
DefaultPresetNotSaved	preferences	ported	viewer-notification-catalogue-preferences
PresetAlreadyExists	preferences	ported	viewer-notification-catalogue-preferences
PresetNotDeleted	preferences	ported	viewer-notification-catalogue-preferences
UnableToFindHelpTopic	ui-hints	ported	viewer-notification-catalogue-ui-hints
ObjectMediaFailure	media-sound	ported	viewer-notification-catalogue-media-sound
TextChatIsMutedByModerator	im-chat	ported	viewer-notification-catalogue-im-chat
VoiceIsMutedByModerator	voice	ported	viewer-notification-catalogue-voice
FailedToGetBenefits	login-session	ported	viewer-notification-catalogue-login-session
NotEnoughMoneyForBulkUpload	money-economy	ported	viewer-notification-catalogue-money-economy
BulkUploadNoCompatibleFiles	inventory	ported	viewer-notification-catalogue-inventory
BulkUploadIncompatibleFiles	inventory	ported	viewer-notification-catalogue-inventory
UploadCostConfirmation	money-economy	ported	viewer-notification-catalogue-money-economy
ConfirmClearTeleportHistory	teleport	ported	viewer-notification-catalogue-teleport
BottomTrayButtonCanNotBeShown	preferences	ported	viewer-notification-catalogue-preferences
ShareNotification	inventory	ported	viewer-notification-catalogue-inventory
MeshUploadErrorDetails	objects-edit	ported	viewer-notification-catalogue-objects-edit
MeshUploadError	objects-edit	ported	viewer-notification-catalogue-objects-edit
MeshUploadPermError	objects-edit	ported	viewer-notification-catalogue-objects-edit
RegionCapabilityRequestError	diagnostics	ported	viewer-notification-catalogue-diagnostics
ShareItemsConfirmation	inventory	ported	viewer-notification-catalogue-inventory
ShareFolderConfirmation	inventory	ported	viewer-notification-catalogue-inventory
ItemsShared	inventory	ported	viewer-notification-catalogue-inventory
DeedToGroupFail	land-parcel	ported	viewer-notification-catalogue-land-parcel
ReleaseLandThrottled	land-parcel	ported	viewer-notification-catalogue-land-parcel
ReleasedLandWithReclaim	land-parcel	ported	viewer-notification-catalogue-land-parcel
ReleasedLandNoReclaim	land-parcel	ported	viewer-notification-catalogue-land-parcel
AvatarRezNotification	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
AvatarRezSelfBakedDoneNotification	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
AvatarRezSelfBakedUpdateNotification	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
AvatarRezSelfBakeForceUpdateNotification	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
AvatarRezCloudNotification	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
AvatarRezArrivedNotification	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
AvatarRezLeftCloudNotification	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
AvatarRezEnteredAppearanceNotification	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
AvatarRezLeftAppearanceNotification	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
NoConnect	login-session	ported	viewer-notification-catalogue-login-session
NoVoiceConnect	voice	ported	viewer-notification-catalogue-voice
NoVoiceConnect-GIAB	voice	ported	viewer-notification-catalogue-voice
AvatarRezLeftNotification	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
AvatarRezSelfBakedTextureUploadNotification	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
AvatarRezSelfBakedTextureUpdateNotification	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
CannotUploadTexture	inventory	ported	viewer-notification-catalogue-inventory
CannotLoad	diagnostics	ported	viewer-notification-catalogue-diagnostics
CannotUploadMaterial	objects-edit	ported	viewer-notification-catalogue-objects-edit
SaveMaterialAs	objects-edit	ported	viewer-notification-catalogue-objects-edit
InvalidMaterialName	objects-edit	ported	viewer-notification-catalogue-objects-edit
UsavedMaterialChanges	objects-edit	ported	viewer-notification-catalogue-objects-edit
LivePreviewUnavailable	objects-edit	ported	viewer-notification-catalogue-objects-edit
LivePreviewUnavailablePBR	objects-edit	ported	viewer-notification-catalogue-objects-edit
FacePasteFailed	objects-edit	ported	viewer-notification-catalogue-objects-edit
FailedToApplyTextureNoCopyToMultiple	objects-edit	ported	viewer-notification-catalogue-objects-edit
FailedToApplyGLTFNoCopyToMultiple	objects-edit	ported	viewer-notification-catalogue-objects-edit
FacePasteTexturePermissions	objects-edit	ported	viewer-notification-catalogue-objects-edit
ConfirmLeaveCall	voice	ported	viewer-notification-catalogue-voice
ConfirmMuteAll	voice	ported	viewer-notification-catalogue-voice
HintChat	ui-hints	ported	viewer-notification-catalogue-ui-hints
HintSit	ui-hints	ported	viewer-notification-catalogue-ui-hints
HintSpeak	ui-hints	ported	viewer-notification-catalogue-ui-hints
HintDestinationGuide	ui-hints	ported	viewer-notification-catalogue-ui-hints
HintSidePanel	ui-hints	ported	viewer-notification-catalogue-ui-hints
HintMove	ui-hints	ported	viewer-notification-catalogue-ui-hints
HintMoveClick	ui-hints	ported	viewer-notification-catalogue-ui-hints
HintDisplayName	ui-hints	ported	viewer-notification-catalogue-ui-hints
HintView	ui-hints	ported	viewer-notification-catalogue-ui-hints
HintInventory	ui-hints	ported	viewer-notification-catalogue-ui-hints
HintLindenDollar	ui-hints	ported	viewer-notification-catalogue-ui-hints
LowMemory	diagnostics	ported	viewer-notification-catalogue-diagnostics
ForceQuitDueToLowMemory	diagnostics	ported	viewer-notification-catalogue-diagnostics
SOCKS_NOT_PERMITTED	login-session	ported	viewer-notification-catalogue-login-session
SOCKS_CONNECT_ERROR	login-session	ported	viewer-notification-catalogue-login-session
SOCKS_NOT_ACCEPTABLE	login-session	ported	viewer-notification-catalogue-login-session
SOCKS_AUTH_FAIL	login-session	ported	viewer-notification-catalogue-login-session
SOCKS_UDP_FWD_NOT_GRANTED	login-session	ported	viewer-notification-catalogue-login-session
SOCKS_HOST_CONNECT_FAILED	login-session	ported	viewer-notification-catalogue-login-session
SOCKS_UNKNOWN_STATUS	login-session	ported	viewer-notification-catalogue-login-session
SOCKS_INVALID_HOST	login-session	ported	viewer-notification-catalogue-login-session
SOCKS_BAD_CREDS	preferences	ported	viewer-notification-catalogue-preferences
PROXY_INVALID_HTTP_HOST	preferences	ported	viewer-notification-catalogue-preferences
PROXY_INVALID_SOCKS_HOST	preferences	ported	viewer-notification-catalogue-preferences
ChangeProxySettings	preferences	ported	viewer-notification-catalogue-preferences
AuthRequest	web-browser	followup	viewer-notification-catalogue-web-browser
ModeChange	preferences	ported	viewer-notification-catalogue-preferences
NoClassifieds	preferences	ported	viewer-notification-catalogue-preferences
NoGroupInfo	preferences	ported	viewer-notification-catalogue-preferences
NoPlaceInfo	preferences	ported	viewer-notification-catalogue-preferences
NoPicks	preferences	ported	viewer-notification-catalogue-preferences
NoWorldMap	preferences	ported	viewer-notification-catalogue-preferences
NoVoiceCall	preferences	ported	viewer-notification-catalogue-preferences
NoAvatarShare	preferences	ported	viewer-notification-catalogue-preferences
NoAvatarPay	preferences	ported	viewer-notification-catalogue-preferences
NoInventory	preferences	ported	viewer-notification-catalogue-preferences
NoAppearance	preferences	ported	viewer-notification-catalogue-preferences
NoSearch	preferences	ported	viewer-notification-catalogue-preferences
ConfirmHideUI	preferences	ported	viewer-notification-catalogue-preferences
PathfindingLinksets_WarnOnPhantom	objects-edit	ported	viewer-notification-catalogue-objects-edit
PathfindingLinksets_MismatchOnRestricted	objects-edit	ported	viewer-notification-catalogue-objects-edit
PathfindingLinksets_MismatchOnVolume	objects-edit	ported	viewer-notification-catalogue-objects-edit
PathfindingLinksets_WarnOnPhantom_MismatchOnRestricted	objects-edit	ported	viewer-notification-catalogue-objects-edit
PathfindingLinksets_WarnOnPhantom_MismatchOnVolume	objects-edit	ported	viewer-notification-catalogue-objects-edit
PathfindingLinksets_MismatchOnRestricted_MismatchOnVolume	objects-edit	ported	viewer-notification-catalogue-objects-edit
PathfindingLinksets_WarnOnPhantom_MismatchOnRestricted_MismatchOnVolume	objects-edit	ported	viewer-notification-catalogue-objects-edit
PathfindingLinksets_ChangeToFlexiblePath	objects-edit	ported	viewer-notification-catalogue-objects-edit
ConfirmClearDebugSearchURL	preferences	ported	viewer-notification-catalogue-preferences
ConfirmPickDebugSearchURL	preferences	ported	viewer-notification-catalogue-preferences
ConfirmRemoveGrid	login-session	ported	viewer-notification-catalogue-login-session
CanNotRemoveConnectedGrid	login-session	ported	viewer-notification-catalogue-login-session
NewAOSet	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
NewAOCantContainNonASCII	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
RenameAOMustBeASCII	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
NewAONameCantExist	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
RemoveAOSet	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
AOForeignItemsFound	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
AOImportComplete	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
AOImportSetAlreadyExists	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
AOImportPermissionDenied	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
AOImportCreateSetFailed	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
AOImportDownloadFailed	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
AOImportNoText	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
AOImportNoFolder	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
AOImportNoStatePrefix	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
AOImportNoValidDelimiter	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
AOImportStateNameNotFound	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
AOImportAnimationNotFound	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
AOImportInvalid	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
AOImportRetryCreateSet	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
AOImportAbortCreateSet	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
AOImportLinkFailed	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
SendSysinfoToIM	diagnostics	ported	viewer-notification-catalogue-diagnostics
BlockLoginInfo	login-session	ported	viewer-notification-catalogue-login-session
TestversionExpired	login-session	ported	viewer-notification-catalogue-login-session
FireStormReqInfo	diagnostics	ported	viewer-notification-catalogue-diagnostics
PhantomOn	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
PhantomOff	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
MovelockEnabled	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
MovelockDisabled	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
MovelockEnabling	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
MovelockDisabling	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
FlightAssistEnabled	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
FirestormClearSettingsPrompt	preferences	ported	viewer-notification-catalogue-preferences
SettingsWillClear	preferences	ported	viewer-notification-catalogue-preferences
FSSetTitleRegion	groups	ported	viewer-notification-catalogue-groups
FSSetTitleRegionNotFound	groups	ported	viewer-notification-catalogue-groups
CantAddGrid	login-session	ported	viewer-notification-catalogue-login-session
ParticleScriptFindFolderFailed	scripts	ported	viewer-notification-catalogue-scripts
ParticleScriptCreationFailed	scripts	ported	viewer-notification-catalogue-scripts
ParticleScriptNotFound	scripts	ported	viewer-notification-catalogue-scripts
ParticleScriptCreateTempFileFailed	scripts	ported	viewer-notification-catalogue-scripts
ParticleScriptInjected	scripts	ported	viewer-notification-catalogue-scripts
ParticleScriptCapsFailed	scripts	ported	viewer-notification-catalogue-scripts
ParticleScriptCopiedToClipboard	scripts	ported	viewer-notification-catalogue-scripts
DebugSettingsWarning	preferences	ported	viewer-notification-catalogue-preferences
ControlNameCopiedToClipboard	preferences	ported	viewer-notification-catalogue-preferences
SanityCheck	preferences	ported	viewer-notification-catalogue-preferences
DefaultLabelMissing	scripts	ported	viewer-notification-catalogue-scripts
TeleportToAvatarNotPossible	teleport	ported	viewer-notification-catalogue-teleport
ZoomToAvatarNotPossible	friends-people	ported	viewer-notification-catalogue-friends-people
TrackAvatarNotPossible	friends-people	ported	viewer-notification-catalogue-friends-people
CacheEmpty	preferences	ported	viewer-notification-catalogue-preferences
FirstJoinSupportGroup2	groups	ported	viewer-notification-catalogue-groups
ConfirmScriptModify	scripts	ported	viewer-notification-catalogue-scripts
LocalBitmapsUpdateFileNotFound	diagnostics	ported	viewer-notification-catalogue-diagnostics
NoTransNoSaveToContents	objects-edit	ported	viewer-notification-catalogue-objects-edit
LocalBitmapsUpdateFailedFinal	diagnostics	ported	viewer-notification-catalogue-diagnostics
LocalBitmapsVerifyFail	diagnostics	ported	viewer-notification-catalogue-diagnostics
LocalGLTFVerifyFail	diagnostics	ported	viewer-notification-catalogue-diagnostics
PathfindingReturnMultipleItems	objects-edit	ported	viewer-notification-catalogue-objects-edit
PathfindingDeleteMultipleItems	objects-edit	ported	viewer-notification-catalogue-objects-edit
AvatarFrozen	estate-region	ported	viewer-notification-catalogue-estate-region
AvatarFrozenDuration	estate-region	ported	viewer-notification-catalogue-estate-region
YouFrozeAvatar	estate-region	ported	viewer-notification-catalogue-estate-region
AvatarHasUnFrozenYou	estate-region	ported	viewer-notification-catalogue-estate-region
AvatarUnFrozen	estate-region	ported	viewer-notification-catalogue-estate-region
AvatarFreezeFailure	estate-region	ported	viewer-notification-catalogue-estate-region
AvatarFreezeThaw	estate-region	ported	viewer-notification-catalogue-estate-region
AvatarCantFreeze	estate-region	ported	viewer-notification-catalogue-estate-region
NowOwnObject	objects-edit	ported	viewer-notification-catalogue-objects-edit
NowOwnObjectInv	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantRezOnLand	objects-edit	ported	viewer-notification-catalogue-objects-edit
RezFailTooManyRequests	objects-edit	ported	viewer-notification-catalogue-objects-edit
SitFailCantMove	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
SitFailNotAllowedOnLand	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
SitFailNotSameRegion	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
ChatHistoryIsBusyAlert	im-chat	ported	viewer-notification-catalogue-im-chat
NoNewObjectRegionFull	objects-edit	ported	viewer-notification-catalogue-objects-edit
FailedToPlaceObject	objects-edit	ported	viewer-notification-catalogue
NoOwnNoGardening	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoCopyPermsNoObject	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoTransPermsNoObject	objects-edit	ported	viewer-notification-catalogue-objects-edit
AddToNavMeshNoCopy	objects-edit	ported	viewer-notification-catalogue-objects-edit
DupeWithNoRootsSelected	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantDupeCuzRegionIsFull	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantDupeCuzParcelNotFound	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantCreateCuzParcelFull	objects-edit	ported	viewer-notification-catalogue-objects-edit
RezAttemptFailed	objects-edit	ported	viewer-notification-catalogue-objects-edit
ToxicInvRezAttemptFailed	objects-edit	ported	viewer-notification-catalogue-objects-edit
InvItemIsBlacklisted	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoCanRezObjects	objects-edit	ported	viewer-notification-catalogue-objects-edit
LandSearchBlocked	landmarks-navigation	ported	viewer-notification-catalogue-landmarks-navigation
NotEnoughResourcesToAttach	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
YouDiedAndGotTPHome	teleport	ported	viewer-notification-catalogue-teleport
EjectComingSoon	estate-region	ported	viewer-notification-catalogue-estate-region
NoEnterRegionMaybeFull	estate-region	ported	viewer-notification-catalogue-estate-region
SaveBackToInvDisabled	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoExistNoSaveToContents	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoModNoSaveToContents	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoSaveBackToInvDisabled	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoCopyNoSelCopy	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoTransNoSelCopy	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoTransNoCopy	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoPermsNoRemoval	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoModNoSaveSelection	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoCopyNoSaveSelection	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoModNoTaking	objects-edit	ported	viewer-notification-catalogue-objects-edit
RezDestInternalError	objects-edit	ported	viewer-notification-catalogue-objects-edit
DeleteFailObjNotFound	objects-edit	ported	viewer-notification-catalogue-objects-edit
SorryCantEjectUser	estate-region	ported	viewer-notification-catalogue-estate-region
RegionSezNotAHome	teleport	ported	viewer-notification-catalogue-teleport
HomeLocationLimits	teleport	ported	viewer-notification-catalogue-teleport
HomePositionSet	teleport	ported	viewer-notification-catalogue
AvatarEjected	estate-region	ported	viewer-notification-catalogue-estate-region
AvatarEjectFailed	estate-region	ported	viewer-notification-catalogue-estate-region
CMOParcelFull	objects-edit	ported	viewer-notification-catalogue-objects-edit
CMOParcelPerms	objects-edit	ported	viewer-notification-catalogue-objects-edit
CMOParcelResources	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoParcelPermsNoObject	objects-edit	ported	viewer-notification-catalogue-objects-edit
CMORegionVersion	objects-edit	ported	viewer-notification-catalogue-objects-edit
CMONavMesh	objects-edit	ported	viewer-notification-catalogue-objects-edit
CMOWTF	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoPermModifyObject	objects-edit	ported	viewer-notification-catalogue-objects-edit
TooMuchObjectInventorySelected	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantEnablePhysObjContributesToNav	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantEnablePhysKeyframedObj	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantEnablePhysNotEnoughLandResources	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantEnablePhysCostTooGreat	objects-edit	ported	viewer-notification-catalogue-objects-edit
PhantomWithConcavePiece	objects-edit	ported	viewer-notification-catalogue-objects-edit
UnableAddItem	objects-edit	ported	viewer-notification-catalogue-objects-edit
UnableEditItem	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoPermToEdit	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoPermToCopyInventory	inventory	ported	viewer-notification-catalogue-inventory
CantSaveItemDoesntExist	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantSaveItemAlreadyExists	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantSaveModifyAttachment	objects-edit	ported	viewer-notification-catalogue-objects-edit
AttachmentHasTooMuchInventory	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
IllegalAttachment	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
TooManyScripts	scripts	ported	viewer-notification-catalogue
UnableAddScript	scripts	ported	viewer-notification-catalogue-scripts
AssetServerTimeoutObjReturn	objects-edit	ported	viewer-notification-catalogue-objects-edit
RegionDisablePhysicsShapes	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoModNavmeshAcrossRegions	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoSetPhysicsPropertiesOnObjectType	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoSetRootPrimWithNoShape	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoRegionSupportPhysMats	objects-edit	ported	viewer-notification-catalogue-objects-edit
OnlyRootPrimPhysMats	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoSupportCharacterPhysMats	objects-edit	ported	viewer-notification-catalogue-objects-edit
InvalidPhysMatProperty	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoPermsAlterStitchingMeshObj	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoPermsAlterShapeMeshObj	objects-edit	ported	viewer-notification-catalogue-objects-edit
FullRegionCantEnter	estate-region	ported	viewer-notification-catalogue-estate-region
LinkFailedOwnersDiffer	objects-edit	ported	viewer-notification-catalogue-objects-edit
LinkFailedNoModNavmeshAcrossRegions	objects-edit	ported	viewer-notification-catalogue-objects-edit
LinkFailedNoPermToEdit	objects-edit	ported	viewer-notification-catalogue-objects-edit
LinkFailedTooManyPrims	objects-edit	ported	viewer-notification-catalogue-objects-edit
LinkFailedCantLinkNoCopyNoTrans	objects-edit	ported	viewer-notification-catalogue-objects-edit
LinkFailedNothingLinkable	objects-edit	ported	viewer-notification-catalogue-objects-edit
LinkFailedTooManyPathfindingChars	objects-edit	ported	viewer-notification-catalogue-objects-edit
LinkFailedInsufficientLand	objects-edit	ported	viewer-notification-catalogue-objects-edit
LinkFailedTooMuchPhysics	objects-edit	ported	viewer-notification-catalogue-objects-edit
EstateManagerFailedllTeleportHome	estate-region	ported	viewer-notification-catalogue-estate-region
TeleportedHomeByObjectOnParcel	teleport	ported	viewer-notification-catalogue-teleport
TeleportedHomeByObject	teleport	ported	viewer-notification-catalogue-teleport
TeleportedByAttachment	teleport	ported	viewer-notification-catalogue-teleport
TeleportedByObjectOnParcel	teleport	ported	viewer-notification-catalogue-teleport
TeleportedByObjectOwnedBy	teleport	ported	viewer-notification-catalogue-teleport
TeleportedByObjectUnknownUser	teleport	ported	viewer-notification-catalogue-teleport
StandDeniedByObject	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
ResitDeniedByObject	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
CantCreateObjectRegionFull	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantCreateAnimatedObjectTooLarge	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantAttackMultipleObjOneSpot	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
CantCreateMultipleObjAtLoc	objects-edit	ported	viewer-notification-catalogue-objects-edit
UnableToCreateObjTimeOut	objects-edit	ported	viewer-notification-catalogue-objects-edit
UnableToCreateObjUnknown	objects-edit	ported	viewer-notification-catalogue-objects-edit
UnableToCreateObjMissingFromDB	objects-edit	ported	viewer-notification-catalogue-objects-edit
RezFailureTookTooLong	objects-edit	ported	viewer-notification-catalogue-objects-edit
